Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB872,Software Engineer,Google,,20+ LPA,2-5 years,LinkedIn,329,Large (500+),Pay and work with flexible hours — earn money fast!,hiring@jobssmail.com,1,"missing_description,location_missing"
JOB873,Software Engineer,Google,Noida,3-5 LPA,5-10 years,Indeed,406,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,contact@hiremefast.co,1,missing_description
JOB874,Graphic Designer,Infosys,Chennai,8-12 LPA,10+ years,Indeed,253,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hr@company-careers.c0m,1,missing_description
JOB875,Data Scientist,HCL,Hyderabad,12-20 LPA,5-10 years,Naukri.com,449,Large (500+),Limited slots available! Click here to apply fast!,contact@privatte.com,1,missing_description
JOB876,HR Manager,,Bangalore,5-8 LPA,5-10 years,Indeed,74,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,admin@private.com,1,"missing_description,vague_company"
JOB877,Data Scientist,Microsoft,Noida,12-20 LPA,10+ years,Naukri.com,245,Large (500+),Join us to build the next generation of solutions in your field.,contact@company-careers.c0m,1,missing_description
JOB878,Financial Analyst,Microsoft,Pune,3-5 LPA,5-10 years,LinkedIn,119,Small (1-50),Applicants should have relevant technical skills and industry exposure.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB879,Sales Representative,Amazon,Multiple Locations,20+ LPA,5-10 years,Indeed,160,Small (1-50),Limited slots available! Click here to apply fast!,hr@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB880,Business Analyst,IBM,Ahmedabad,20+ LPA,0-2 years,Indeed,413,Small (1-50),Looking for experienced professionals to join our growing team.,admin@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB881,HR Manager,TCS,,5-8 LPA,10+ years,Indeed,326,Small (1-50),Competitive role with clear growth path and mentorship.,team@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB882,Data Scientist,Private,Noida,5-8 LPA,10+ years,LinkedIn,477,Medium (51-500),Competitive role with clear growth path and mentorship.,contact@hiremefast.co,1,missing_description
JOB883,Software Engineer,IBM,Bangalore,8-12 LPA,5-10 years,LinkedIn,302,Medium (51-500),Work from home and get paid weekly — easy money!,team@gmail.com,1,"email_suspicious,missing_description"
JOB884,Software Engineer,Accenture,Mumbai,20+ LPA,0-2 years,Naukri.com,486,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,hiring@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB885,Marketing Executive,Confidential,Kolkata,12-20 LPA,0-2 years,Indeed,409,Small (1-50),Limited slots available! Click here to apply fast!,career@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB886,Graphic Designer,Infosys,Delhi,8-12 LPA,10+ years,Indeed,183,Medium (51-500),Join us to build the next generation of solutions in your field.,apply@jobssmail.com,1,missing_description
JOB887,Marketing Executive,,Ahmedabad,20+ LPA,5-10 years,Naukri.com,64,Medium (51-500),Competitive role with clear growth path and mentorship.,jobs@gmaill.com,1,"missing_description,vague_company,company_salary_mismatch"
JOB888,Software Engineer,Deloitte,Delhi,12-20 LPA,5-10 years,Indeed,163,Medium (51-500),No experience required! Apply now and start earning today!,contact@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB889,Product Manager,TCS,Chennai,3-5 LPA,5-10 years,Indeed,217,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB890,Data Scientist,Deloitte,Kolkata,3-5 LPA,2-5 years,LinkedIn,18,Large (500+),Looking for experienced professionals to join our growing team.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB891,Product Manager,Deloitte,Anywhere,20+ LPA,0-2 years,Naukri.com,494,Small (1-50),Limited slots available! Click here to apply fast!,hiring@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB892,Software Engineer,TCS,Chennai,12-20 LPA,2-5 years,Indeed,241,Small (1-50),Looking for experienced professionals to join our growing team.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB893,Sales Representative,Infosys,Noida,8-12 LPA,10+ years,Indeed,30,Medium (51-500),Competitive role with clear growth path and mentorship.,team@gmail.com,1,"email_suspicious,missing_description"
JOB894,Software Engineer,Wipro,Pune,20+ LPA,10+ years,Indeed,180,Small (1-50),Looking for experienced professionals to join our growing team.,career@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB895,Sales Representative,Private,Hyderabad,8-12 LPA,2-5 years,Indeed,189,Medium (51-500),Work from home and get paid weekly — easy money!,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB896,Data Scientist,Confidential,Anywhere,3-5 LPA,2-5 years,Naukri.com,80,Small (1-50),Join us to build the next generation of solutions in your field.,recruitment@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB897,HR Manager,Wipro,Jaipur,20+ LPA,5-10 years,Indeed,60,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,apply@outlok.com,1,missing_description
JOB898,Marketing Executive,Amazon,Ahmedabad,12-20 LPA,5-10 years,LinkedIn,133,Large (500+),No experience required! Apply now and start earning today!,hiring@hiremefast.co,1,"missing_description,trigger_keyword"
JOB899,Software Engineer,HCL,Mumbai,12-20 LPA,5-10 years,Naukri.com,371,Large (500+),Looking for experienced professionals to join our growing team.,team@company-careers.c0m,1,missing_description
JOB900,Software Engineer,Wipro,Bangalore,12-20 LPA,2-5 years,Naukri.com,138,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB901,Graphic Designer,HCL,Hyderabad,8-12 LPA,5-10 years,LinkedIn,188,Medium (51-500),Work from home and get paid weekly — easy money!,admin@outlook.com,1,"email_suspicious,missing_description"
JOB902,Data Scientist,Microsoft,Jaipur,20+ LPA,0-2 years,LinkedIn,360,Small (1-50),Join us to build the next generation of solutions in your field.,team@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB903,Software Engineer,,Mumbai,3-5 LPA,0-2 years,Naukri.com,220,Medium (51-500),Easy pay and work opportunity for students — apply now!,career@gmail.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
JOB904,Graphic Designer,Wipro,,8-12 LPA,2-5 years,Naukri.com,202,Large (500+),Looking for experienced professionals to join our growing team.,apply@outlook.com,1,"email_suspicious,missing_description,location_missing"
JOB905,Sales Representative,Google,Pune,3-5 LPA,2-5 years,Naukri.com,225,Small (1-50),Looking for experienced professionals to join our growing team.,hr@privatte.com,1,missing_description
JOB906,HR Manager,,Hyderabad,12-20 LPA,5-10 years,Naukri.com,386,Medium (51-500),Competitive role with clear growth path and mentorship.,admin@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB907,Product Manager,Amazon,Pune,20+ LPA,10+ years,Naukri.com,377,Large (500+),Easy pay and work opportunity for students — apply now!,apply@gmaill.com,1,"missing_description,trigger_keyword"
JOB908,Graphic Designer,IBM,Pune,3-5 LPA,10+ years,Indeed,76,Small (1-50),Role requires domain expertise and strong communication skills.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB909,Business Analyst,Google,Hyderabad,12-20 LPA,5-10 years,LinkedIn,212,Medium (51-500),Easy pay and work opportunity for students — apply now!,apply@private.com,1,"missing_description,trigger_keyword"
JOB910,Graphic Designer,TCS,Remote,12-20 LPA,10+ years,Naukri.com,282,Medium (51-500),Join us to build the next generation of solutions in your field.,career@private.com,1,missing_description
JOB911,Data Scientist,Private,Pune,8-12 LPA,0-2 years,Indeed,305,Large (500+),Work from home and get paid weekly — easy money!,jobs@hiremefast.co,1,missing_description
JOB912,Sales Representative,Accenture,Multiple Locations,8-12 LPA,0-2 years,Naukri.com,59,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@privatte.com,1,missing_description
JOB913,Business Analyst,Private,Delhi,5-8 LPA,2-5 years,LinkedIn,470,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,career@gmail.com,1,"email_suspicious,missing_description"
JOB914,Financial Analyst,Google,Chennai,20+ LPA,2-5 years,LinkedIn,238,Large (500+),Urgent hiring — start immediately without any qualifications!,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB915,Business Analyst,TCS,Chennai,5-8 LPA,10+ years,Naukri.com,453,Medium (51-500),Join us to build the next generation of solutions in your field.,recruitment@privatte.com,1,missing_description
JOB916,Marketing Executive,Wipro,Pune,12-20 LPA,5-10 years,LinkedIn,16,Medium (51-500),Limited slots available! Click here to apply fast!,contact@outlook.com,1,"email_suspicious,missing_description"
JOB917,Sales Representative,Microsoft,Multiple Locations,20+ LPA,10+ years,Indeed,165,Large (500+),Role requires domain expertise and strong communication skills.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB918,Graphic Designer,Accenture,Kolkata,8-12 LPA,10+ years,Indeed,199,Medium (51-500),Join us to build the next generation of solutions in your field.,recruitment@hiremefast.co,1,missing_description
JOB919,Marketing Executive,Amazon,Chennai,12-20 LPA,0-2 years,Naukri.com,75,Large (500+),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description"
JOB920,Cyber Security Analyst,HCL,Bangalore,20+ LPA,0-2 years,Naukri.com,211,Large (500+),Looking for experienced professionals to join our growing team.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB921,Cyber Security Analyst,IBM,Pune,3-5 LPA,2-5 years,LinkedIn,275,Large (500+),Urgent hiring — start immediately without any qualifications!,hr@gmail.com,1,"email_suspicious,missing_description"
JOB922,Graphic Designer,Google,Noida,20+ LPA,10+ years,Naukri.com,86,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,jobs@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB923,Marketing Executive,Accenture,Remote,12-20 LPA,2-5 years,LinkedIn,392,Small (1-50),Looking for experienced professionals to join our growing team.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB924,HR Manager,Microsoft,Bangalore,12-20 LPA,10+ years,LinkedIn,77,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB925,Business Analyst,Confidential,Ahmedabad,12-20 LPA,5-10 years,LinkedIn,376,Small (1-50),No experience required! Apply now and start earning today!,jobs@company-careers.c0m,1,"missing_description,vague_company,trigger_keyword"
JOB926,Data Scientist,Microsoft,Pune,12-20 LPA,2-5 years,Naukri.com,283,Large (500+),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description"
JOB927,Sales Representative,TCS,Multiple Locations,8-12 LPA,10+ years,LinkedIn,109,Small (1-50),Urgent hiring — start immediately without any qualifications!,hr@outlook.com,1,"email_suspicious,missing_description,location_multiple_inconsistent"
JOB928,Graphic Designer,Deloitte,Chennai,5-8 LPA,2-5 years,Naukri.com,93,Small (1-50),Urgent hiring — start immediately without any qualifications!,hiring@outlok.com,1,missing_description
JOB929,Sales Representative,Confidential,Chennai,20+ LPA,2-5 years,Naukri.com,85,Medium (51-500),No experience required! Apply now and start earning today!,contact@hiremefast.co,1,"missing_description,vague_company,company_salary_mismatch,trigger_keyword"
JOB930,Business Analyst,Confidential,Bangalore,20+ LPA,0-2 years,Indeed,170,Medium (51-500),Join us to build the next generation of solutions in your field.,apply@jobssmail.com,1,"missing_description,vague_company,company_salary_mismatch"
JOB931,Marketing Executive,TCS,Noida,20+ LPA,5-10 years,Indeed,372,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB932,Marketing Executive,Amazon,Bangalore,12-20 LPA,2-5 years,Naukri.com,261,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",admin@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB933,Cyber Security Analyst,TCS,Bangalore,3-5 LPA,2-5 years,LinkedIn,66,Medium (51-500),Competitive role with clear growth path and mentorship.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB934,Marketing Executive,Confidential,Kolkata,20+ LPA,0-2 years,LinkedIn,283,Large (500+),Work from home and get paid weekly — easy money!,admin@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB935,Business Analyst,IBM,Remote,12-20 LPA,10+ years,Naukri.com,427,Medium (51-500),Competitive role with clear growth path and mentorship.,jobs@jobssmail.com,1,missing_description
JOB936,HR Manager,Amazon,Mumbai,12-20 LPA,10+ years,LinkedIn,302,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@privatte.com,1,missing_description
JOB937,Sales Representative,Amazon,Ahmedabad,20+ LPA,2-5 years,Indeed,16,Medium (51-500),Role requires domain expertise and strong communication skills.,jobs@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB938,Business Analyst,Google,Noida,3-5 LPA,10+ years,Indeed,223,Medium (51-500),Urgent hiring — start immediately without any qualifications!,hiring@privatte.com,1,missing_description
JOB939,Graphic Designer,Amazon,Ahmedabad,3-5 LPA,5-10 years,LinkedIn,273,Small (1-50),Role requires domain expertise and strong communication skills.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB940,Cyber Security Analyst,,Ahmedabad,20+ LPA,0-2 years,Indeed,104,Large (500+),Competitive role with clear growth path and mentorship.,recruitment@gmaill.com,1,"missing_description,vague_company"
JOB941,HR Manager,Confidential,Ahmedabad,12-20 LPA,0-2 years,LinkedIn,20,Large (500+),Applicants should have relevant technical skills and industry exposure.,apply@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB942,Product Manager,Microsoft,Pune,3-5 LPA,0-2 years,Indeed,247,Medium (51-500),Join us to build the next generation of solutions in your field.,team@gmail.com,1,"email_suspicious,missing_description"
JOB943,HR Manager,Private,Chennai,12-20 LPA,10+ years,Indeed,280,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB944,Cyber Security Analyst,Infosys,Delhi,3-5 LPA,10+ years,Naukri.com,244,Small (1-50),Limited slots available! Click here to apply fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB945,Product Manager,Wipro,Chennai,8-12 LPA,5-10 years,Naukri.com,441,Large (500+),Join us to build the next generation of solutions in your field.,team@outlook.com,1,"email_suspicious,missing_description"
JOB946,Business Analyst,Private,Noida,20+ LPA,2-5 years,Indeed,361,Small (1-50),Easy pay and work opportunity for students — apply now!,hiring@outlok.com,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB947,Marketing Executive,Accenture,Chennai,3-5 LPA,5-10 years,Naukri.com,413,Small (1-50),Pay and work with flexible hours — earn money fast!,jobs@jobssmail.com,1,missing_description
JOB948,Cyber Security Analyst,Deloitte,Delhi,8-12 LPA,5-10 years,LinkedIn,338,Large (500+),Competitive role with clear growth path and mentorship.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB949,Product Manager,TCS,Chennai,8-12 LPA,2-5 years,LinkedIn,270,Small (1-50),Competitive role with clear growth path and mentorship.,apply@private.com,1,missing_description
JOB950,Financial Analyst,HCL,Multiple Locations,3-5 LPA,10+ years,Indeed,333,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,apply@privatte.com,1,missing_description
JOB951,Sales Representative,Wipro,Mumbai,8-12 LPA,5-10 years,Naukri.com,264,Small (1-50),We value innovation and collaboration in a fast-paced environment.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB952,Data Scientist,Google,Noida,3-5 LPA,0-2 years,Naukri.com,364,Large (500+),Work from home and get paid weekly — easy money!,team@gmail.com,1,"email_suspicious,missing_description"
JOB953,Marketing Executive,Deloitte,Noida,3-5 LPA,0-2 years,Indeed,390,Medium (51-500),Limited slots available! Click here to apply fast!,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB954,Product Manager,TCS,Mumbai,5-8 LPA,5-10 years,LinkedIn,281,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",contact@privatte.com,1,"missing_description,trigger_keyword"
JOB955,Sales Representative,TCS,Multiple Locations,12-20 LPA,10+ years,Indeed,151,Small (1-50),Competitive role with clear growth path and mentorship.,apply@outlook.com,1,"email_suspicious,missing_description,location_multiple_inconsistent"
JOB956,Product Manager,Amazon,Noida,20+ LPA,0-2 years,LinkedIn,217,Small (1-50),Join us to build the next generation of solutions in your field.,apply@outlok.com,1,"missing_description,company_salary_mismatch"
JOB957,Software Engineer,Amazon,Delhi,8-12 LPA,10+ years,Indeed,436,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB958,Product Manager,Microsoft,Chennai,5-8 LPA,0-2 years,Naukri.com,86,Medium (51-500),Competitive role with clear growth path and mentorship.,team@hiremefast.co,1,missing_description
JOB959,Data Scientist,Private,Jaipur,3-5 LPA,2-5 years,LinkedIn,497,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB960,Financial Analyst,Amazon,Delhi,5-8 LPA,10+ years,Naukri.com,376,Large (500+),Pay and work with flexible hours — earn money fast!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB961,Business Analyst,Accenture,Kolkata,12-20 LPA,0-2 years,Naukri.com,88,Small (1-50),Competitive role with clear growth path and mentorship.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB962,Product Manager,Deloitte,Jaipur,12-20 LPA,10+ years,Indeed,55,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB963,Financial Analyst,,Noida,5-8 LPA,0-2 years,LinkedIn,194,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,hiring@company-careers.c0m,1,"missing_description,vague_company"
JOB964,Marketing Executive,Google,Mumbai,3-5 LPA,2-5 years,Naukri.com,334,Small (1-50),Role requires domain expertise and strong communication skills.,hr@private.com,1,missing_description
JOB965,Software Engineer,HCL,Anywhere,20+ LPA,2-5 years,Naukri.com,130,Medium (51-500),Looking for experienced professionals to join our growing team.,admin@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB966,Cyber Security Analyst,Google,Delhi,5-8 LPA,10+ years,LinkedIn,63,Medium (51-500),Looking for experienced professionals to join our growing team.,jobs@company-careers.c0m,1,missing_description
JOB967,Marketing Executive,TCS,Hyderabad,20+ LPA,10+ years,Naukri.com,404,Small (1-50),Easy pay and work opportunity for students — apply now!,hiring@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch,trigger_keyword"
JOB968,Product Manager,Google,Remote,3-5 LPA,5-10 years,Naukri.com,459,Medium (51-500),Pay and work with flexible hours — earn money fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB969,Business Analyst,Deloitte,Jaipur,12-20 LPA,5-10 years,Indeed,420,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@hiremefast.co,1,missing_description
JOB970,Software Engineer,HCL,Hyderabad,5-8 LPA,5-10 years,Indeed,467,Small (1-50),Applicants should have relevant technical skills and industry exposure.,jobs@gmaill.com,1,missing_description
JOB971,Financial Analyst,IBM,Delhi,8-12 LPA,2-5 years,LinkedIn,228,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@private.com,1,missing_description
JOB972,Business Analyst,Amazon,Multiple Locations,8-12 LPA,5-10 years,Indeed,313,Small (1-50),Pay and work with flexible hours — earn money fast!,career@hiremefast.co,1,"missing_description,location_multiple_inconsistent"
JOB973,Business Analyst,Amazon,Chennai,8-12 LPA,5-10 years,Naukri.com,81,Medium (51-500),Role requires domain expertise and strong communication skills.,admin@gmaill.com,1,missing_description
JOB974,Software Engineer,Amazon,,5-8 LPA,0-2 years,Indeed,108,Medium (51-500),Looking for experienced professionals to join our growing team.,apply@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB975,HR Manager,TCS,Multiple Locations,5-8 LPA,5-10 years,Naukri.com,53,Medium (51-500),Urgent hiring — start immediately without any qualifications!,hr@outlook.com,1,"email_suspicious,missing_description,location_multiple_inconsistent"
JOB976,Data Scientist,Private,Anywhere,12-20 LPA,2-5 years,Indeed,151,Small (1-50),Role requires domain expertise and strong communication skills.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB977,Product Manager,HCL,Delhi,5-8 LPA,2-5 years,Naukri.com,268,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB978,HR Manager,Google,Mumbai,12-20 LPA,0-2 years,Naukri.com,57,Small (1-50),Competitive role with clear growth path and mentorship.,career@gmail.com,1,"email_suspicious,missing_description"
JOB979,Financial Analyst,Infosys,Anywhere,5-8 LPA,2-5 years,Naukri.com,71,Large (500+),Competitive role with clear growth path and mentorship.,career@private.com,1,missing_description
JOB980,Software Engineer,TCS,Delhi,12-20 LPA,10+ years,Naukri.com,248,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",contact@privatte.com,1,"missing_description,trigger_keyword"
JOB981,Marketing Executive,TCS,Jaipur,8-12 LPA,10+ years,LinkedIn,229,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,team@outlok.com,1,missing_description
JOB982,Sales Representative,,Anywhere,20+ LPA,0-2 years,Indeed,197,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",admin@outlook.com,1,"email_suspicious,missing_description,vague_company,company_salary_mismatch,trigger_keyword"
JOB983,Marketing Executive,Microsoft,Anywhere,3-5 LPA,10+ years,Indeed,395,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB984,Data Scientist,HCL,Jaipur,3-5 LPA,2-5 years,LinkedIn,120,Small (1-50),Limited slots available! Click here to apply fast!,contact@private.com,1,missing_description
JOB985,Data Scientist,TCS,Ahmedabad,20+ LPA,0-2 years,Naukri.com,499,Small (1-50),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB986,Sales Representative,Microsoft,Kolkata,3-5 LPA,0-2 years,Indeed,401,Large (500+),We value innovation and collaboration in a fast-paced environment.,contact@gmaill.com,1,missing_description
JOB987,Marketing Executive,TCS,Hyderabad,20+ LPA,10+ years,Naukri.com,61,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB988,HR Manager,Google,Pune,20+ LPA,5-10 years,LinkedIn,134,Small (1-50),Role requires domain expertise and strong communication skills.,admin@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB989,Business Analyst,IBM,,5-8 LPA,5-10 years,LinkedIn,57,Large (500+),Applicants should have relevant technical skills and industry exposure.,jobs@privatte.com,1,"missing_description,location_missing"
JOB990,Financial Analyst,Google,Anywhere,8-12 LPA,2-5 years,Indeed,265,Medium (51-500),Competitive role with clear growth path and mentorship.,jobs@gmaill.com,1,missing_description
JOB991,Cyber Security Analyst,IBM,Bangalore,20+ LPA,5-10 years,Naukri.com,377,Medium (51-500),Role requires domain expertise and strong communication skills.,team@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB992,Marketing Executive,Accenture,Bangalore,12-20 LPA,5-10 years,LinkedIn,145,Small (1-50),Easy pay and work opportunity for students — apply now!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB993,Marketing Executive,Microsoft,Chennai,12-20 LPA,5-10 years,Naukri.com,499,Small (1-50),Easy pay and work opportunity for students — apply now!,hiring@jobssmail.com,1,"missing_description,trigger_keyword"
JOB994,Marketing Executive,Confidential,Noida,12-20 LPA,2-5 years,LinkedIn,270,Small (1-50),Competitive role with clear growth path and mentorship.,team@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB995,Financial Analyst,Wipro,Hyderabad,8-12 LPA,10+ years,LinkedIn,191,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@company-careers.c0m,1,missing_description
JOB996,Business Analyst,Microsoft,Remote,3-5 LPA,2-5 years,Indeed,262,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB997,Software Engineer,HCL,Kolkata,3-5 LPA,5-10 years,Naukri.com,21,Medium (51-500),Join us to build the next generation of solutions in your field.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB998,Data Scientist,TCS,Kolkata,8-12 LPA,5-10 years,Indeed,418,Small (1-50),Role requires domain expertise and strong communication skills.,jobs@outlok.com,1,missing_description
JOB999,Financial Analyst,Confidential,Pune,8-12 LPA,10+ years,Naukri.com,44,Small (1-50),Applicants should have relevant technical skills and industry exposure.,team@jobssmail.com,1,"missing_description,vague_company"
JOB1000,Sales Representative,TCS,Multiple Locations,5-8 LPA,10+ years,LinkedIn,120,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlook.com,1,"email_suspicious,missing_description,location_multiple_inconsistent"
JOB1001,Product Manager,Private,Hyderabad,20+ LPA,10+ years,LinkedIn,218,Medium (51-500),Looking for experienced professionals to join our growing team.,hiring@private.com,1,"missing_description,company_salary_mismatch"
JOB1002,Marketing Executive,Google,Ahmedabad,3-5 LPA,5-10 years,Naukri.com,406,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,career@gmail.com,1,"email_suspicious,missing_description"
JOB1003,Marketing Executive,Private,Anywhere,20+ LPA,0-2 years,LinkedIn,260,Medium (51-500),Competitive role with clear growth path and mentorship.,hiring@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB1004,Financial Analyst,Deloitte,Kolkata,5-8 LPA,2-5 years,LinkedIn,414,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,apply@private.com,1,missing_description
JOB1005,HR Manager,TCS,Mumbai,8-12 LPA,0-2 years,Indeed,414,Large (500+),Join us to build the next generation of solutions in your field.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB1006,Sales Representative,,Pune,20+ LPA,5-10 years,Indeed,23,Medium (51-500),No experience required! Apply now and start earning today!,contact@outlook.com,1,"email_suspicious,missing_description,vague_company,company_salary_mismatch,trigger_keyword"
JOB1007,Data Scientist,HCL,Kolkata,8-12 LPA,0-2 years,LinkedIn,43,Small (1-50),No experience required! Apply now and start earning today!,hr@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1008,Data Scientist,Deloitte,Bangalore,3-5 LPA,5-10 years,Naukri.com,189,Large (500+),Urgent hiring — start immediately without any qualifications!,hr@outlook.com,1,"email_suspicious,missing_description"
JOB1009,Sales Representative,Deloitte,Noida,3-5 LPA,2-5 years,Naukri.com,355,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB1010,Cyber Security Analyst,Accenture,Noida,12-20 LPA,5-10 years,Naukri.com,412,Medium (51-500),No experience required! Apply now and start earning today!,contact@outlok.com,1,"missing_description,trigger_keyword"
JOB1011,Data Scientist,Deloitte,Hyderabad,8-12 LPA,5-10 years,Naukri.com,415,Small (1-50),Join us to build the next generation of solutions in your field.,team@gmaill.com,1,missing_description
JOB1012,Software Engineer,Private,Ahmedabad,12-20 LPA,2-5 years,Indeed,15,Small (1-50),No experience required! Apply now and start earning today!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1013,HR Manager,TCS,Anywhere,12-20 LPA,2-5 years,Naukri.com,446,Medium (51-500),Role requires domain expertise and strong communication skills.,hr@outlok.com,1,missing_description
JOB1014,Graphic Designer,Amazon,Delhi,20+ LPA,2-5 years,LinkedIn,456,Medium (51-500),Easy pay and work opportunity for students — apply now!,recruitment@privatte.com,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB1015,Product Manager,Google,Jaipur,8-12 LPA,5-10 years,LinkedIn,70,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,jobs@gmail.com,1,"email_suspicious,missing_description"
